,text,tweet_coord,tweet_created,tweet_location
721, at the gate IAD to RDU,,2015-02-23 07:12:26 -0800,syracuse
722, thanks for the link now finally arrived in Brussels 9 h after schedule,,2015-02-23 07:07:21 -0800,Brussels
723, to operated B767300ER from Newark to Zurich airport replacing B767400ER between 6MAY23SEP instead till 23OCT avgeek,,2015-02-23 07:05:49 -0800,Abu Dhabi
724, 2nd flight in two weeks that you have lost my bag  Taking my 1K status to  neveragain WORSTCUSTOMERSERVICE,,2015-02-23 07:05:37 -0800,"Maui, Hawaii"
725, Hi what is the phone number for reservations in Venezuela Thanks,,2015-02-23 07:04:31 -0800,Barquisimeto - Maracaibo
726, can I request a ticket change through twitter ,,2015-02-23 07:04:23 -0800,
727, UA1130 Flight was a nightmare From poor customer servicehaving my confirmed seat given away more issues,,2015-02-23 07:03:30 -0800,"Calabasas, California"
728, to start daily B777200ER flights from Newark to Milan Malpensa replacing B767400ER on 7APR instead 28MAR avgeek,,2015-02-23 06:59:58 -0800,Abu Dhabi
729, to start daily B777200ER flights from Newark to Frankfurt fra replacing B767400ER on 2JUL avgeek,,2015-02-23 06:58:54 -0800,Abu Dhabi
730, has the best customer experience via twitter  huge fan,,2015-02-23 06:54:57 -0800,"Cambridge, MA"
731, Thank you for your response,,2015-02-23 06:54:50 -0800,"Albuquerque, New Mexico"
732, Flight 683 last night was bad4business Will be a long time before I recommend United to anyone,,2015-02-23 06:54:20 -0800,"canton mi
"
733, Beyond frustrated  Sked change  no seats earlier departure and double layover  Of course only seats are   Cust svc no help,,2015-02-23 06:50:49 -0800,"Ashburn, VA"
734, working with Lisa J at ORD shes working hard for us but this is still VERY disappointing was on 634 to EWR,"[41.97883697, -87.90639116]",2015-02-23 06:48:32 -0800,chicago
735, love the new 1st class breakfast,,2015-02-23 06:46:05 -0800,
736, i emailed the customer care via the website form After a long wait Rachelle resolved my issue But Im still irritated w united,,2015-02-23 06:42:40 -0800,New York
737, flight Cancelled Flightled  and the updated one gets me into BWI too Late Flight Id be fine with DCA or IAD  just arriving earlier  Help,,2015-02-23 06:42:04 -0800,
738, so is the JJ standing for Just Joking  I am not finding the humor,,2015-02-23 06:40:45 -0800,Always around
739, Left item n the seatback on UA1260 Is there any way to call DCA to ask if they have the item Already submitted lost amp found report,,2015-02-23 06:38:08 -0800,Frequently DC/NYC/San Diego
740, at this point I made it home on my own,,2015-02-23 06:37:55 -0800,"Nashville, TN"
741, I DMd childs birthdate and full name,,2015-02-23 06:35:43 -0800,
742, Thanks for looking into this and for getting back to me via DM Glad to hear my bag is finally being delivered to me Thanks again,,2015-02-23 06:35:06 -0800,USA / The World
743, I would like to talk to a customer service agent about the service  non service I received on my last flight a a week or so a go J,,2015-02-23 06:32:21 -0800,
744, you Cancelled Flight my flight I wait in line to get rebooked when Im at the front you make me go to another gate and I lose my place,,2015-02-23 06:31:20 -0800,"Washington, DC"
745, it wasnt a comment It was a question But thanks for your copy and paste response,,2015-02-23 06:28:53 -0800,
746, Lisa J is amazing the guy not so much,,2015-02-23 06:28:17 -0800,Punk is the preacher.
747, you failed me last week at IAH Next intl trip on Delta Small ual flight from lax booked thats it,,2015-02-23 06:26:15 -0800,Louisville
748, We were supposed to board at 605 They just brought the plane from the hanger WTF did they not know there was a flight1153 LaxEWR,,2015-02-23 06:25:07 -0800,New Jersey
749, flew from sdf to ATL to Tampa on Delta Left early Arrived early Crew helpful Wifi worked,,2015-02-23 06:23:43 -0800,Louisville
750, two years old  Birthdate 11132012,,2015-02-23 06:23:25 -0800,
751, how about starting without the robotic response,,2015-02-23 06:23:01 -0800,Louisville
752, I already did,,2015-02-23 06:21:24 -0800,Sheboygan
753, You cant control turbulence but you can control customer experience lot of scared people up here,,2015-02-23 06:20:09 -0800,"Stumptown, Baby!"
754, Currently on UA862 20 minutes of the worst turbulence Ive ever experienced and ZERO communication from the flight deck,,2015-02-23 06:19:25 -0800,"Stumptown, Baby!"
755, yes but its not looking The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR,,2015-02-23 06:18:20 -0800,Punk is the preacher.
756, I have been told twice my issue has been resolved and twice it has not been And when I write an email it bounces worstservice,,2015-02-23 06:18:03 -0800,New York
757, flight 433 lets go you look like clowns no one is giving up 1st class for 500,,2015-02-23 06:17:51 -0800,"Needham, MA"
758, what would it cost,,2015-02-23 06:16:49 -0800,"Dartmouth, MA"
759, Im on hold for the 4th time waiting for you to resolve and issue with a flight for my 6yearold son terribleservice NoService,,2015-02-23 06:14:03 -0800,New York
760, Cool Thank you,,2015-02-23 06:08:01 -0800,"New Haven, CT"
761, Ive got a campus visit in an hour and Im still wearing the same clothes,"[45.67920767, -111.04847652]",2015-02-23 06:07:02 -0800,GLP
762, Adopting 2 yr old child from Ethiopia Flying from ADD to GRR on 228  Need to add child to reservation and get costs  Help  Thx,,2015-02-23 06:06:41 -0800,
763, Id like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight,,2015-02-23 06:04:34 -0800,syracuse
764, as a freq flyer it makes me sad to see cust needing assistance treated so poorly ServiceFail,,2015-02-23 06:03:02 -0800,"Houston, Texas"
765, good morning any first class upgrades available for ua1619 Feb 25  rsw to ewr I need 4 seats please,,2015-02-23 06:02:54 -0800,"Dartmouth, MA"
766, day 3 of this Saga maybe theyll finally make it homeIntentional or not it not gonna get them back there vacation days badservice,,2015-02-23 05:59:58 -0800,
767, No thanks Im sick of your companys lousy excuse for customer service Im never flying United again,,2015-02-23 05:57:10 -0800,"San Jose, CA"
768, current hold time AFTER speaking to rep to have tix reissued is 42 mins  why so long amp why not make this option available online,,2015-02-23 05:56:04 -0800,"Kansas City, USA"
769, I understand ppl make mistakes but dont code something in a way that we cant get reimbursed when its YOUR fault Just blatant LIE,,2015-02-23 05:54:22 -0800,
770, also forgot add our bag is probably going to just sit in New Jersey because of a missed connection,,2015-02-23 05:53:39 -0800,Punk is the preacher.
771, jx4s2t if you can out today would be great its our honeymoon and this delay you has put a damper on iy,,2015-02-23 05:51:28 -0800,Punk is the preacher.
772, Not whats been shared by the pilot with passengers,,2015-02-23 05:51:11 -0800,
773, WHERE IS MY RECEIPT I upgraded return leg and 6 months Late Flightr still NO receipt ,,2015-02-23 05:49:48 -0800,London
774, how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat  WTF,,2015-02-23 05:49:09 -0800,"Salt Lake City, Utah"
775, theyre not actually gate agent was so rude now standing in a line waiting for reFlight Booking Problems missed the only flight to STI awful,"[41.97888728, -87.90617197]",2015-02-23 05:47:38 -0800,chicago
776, Im not sure you can do anything as this has been building up over time Other than promises from your CEO service has gotten worse,,2015-02-23 05:47:31 -0800,Louisville
777, wifi on 737800 aircraft 3511 didnt work entire ORDDCA flight this morning,,2015-02-23 05:41:24 -0800,Frequently DC/NYC/San Diego
778, Cancelled Flightled my direct flight NewarkBrussels last night now 7 hours behind schedule In EU compensation would be a given but in US,,2015-02-23 05:38:07 -0800,Brussels
779, You may dislike delays but I paid you We had an agreement that I paid you and you got me to my destination at a certain time,,2015-02-23 05:37:51 -0800,
780, epicfail on CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to deicing delay,,2015-02-23 05:32:38 -0800,Weston super Mare
781, DM sent as requested Make sure you follow back so you can DM me back Thanks,,2015-02-23 05:32:38 -0800,
782, Im aware of the flight details thanks Three hours Late Flight a crew that could not give less of a shit,,2015-02-23 05:29:38 -0800,"Arlington, VA"
783, please help ,,2015-02-23 05:29:19 -0800,
784, Making sure your flights arent delayed due to poor maintenance would be a start,,2015-02-23 05:28:31 -0800,"Arlington, VA"
785, hilarious,,2015-02-23 05:26:56 -0800,"ÜT: 50.97861,-114.000116"
786, hahahahaha ya tried that already,,2015-02-23 05:26:48 -0800,"ÜT: 50.97861,-114.000116"
787, WHy is my KTN not showing on my boarding  Why is TSA precheck not applying to my boarding pass,,2015-02-23 05:24:13 -0800,"Collierville, TN USA"
788, Your bag may or may not be at the airport Unfortunately no one at the airport is picking up the phone or responding to messages,,2015-02-23 05:22:26 -0800,"Coventry, Connecticut"
789, funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight notcool,"[33.64323551, -84.44248239]",2015-02-23 05:21:26 -0800,USA
790, nope not here You need a little red stamp from the counter Check yourself before you wreck yourself son ,,2015-02-23 05:20:35 -0800,
791, wasnt trying to Cancelled Flight just trying to change my award ticket same date and place but thanks for sending the link I know the fee,,2015-02-23 05:12:42 -0800,Chicago
792, unhappy with your new mileage rules   was my main reason to keep flying united Will have to take my business elsewhere,,2015-02-23 05:10:51 -0800,"iPhone: -33.875538,151.196533"
793, I need assistance Due to your incompetence I need to reschedule a connection I will NEVER fly  again,,2015-02-23 05:10:10 -0800,Punk is the preacher.
794, youve been officially displaced by  for better flight experience pleasant cabin crew and timeliness UA 1m switching,,2015-02-23 05:08:24 -0800,Louisville
795, sitting in the middle for the first time  Hope it works out well,"[40.69450196, -74.1749219]",2015-02-23 05:06:56 -0800,
796, you need a bag bouncer Get it together,,2015-02-23 04:59:52 -0800,
797, and learn how to book flights ,,2015-02-23 04:53:46 -0800,Sheboygan
798,  what is going on with Uniteds Mileage Program You pay 500 for a ticket and get a fraction of that as PQD credit,,2015-02-23 04:53:22 -0800,"Boulder, Colorado"
799, you need to retrain your flight attendants Saying there is no more room for carry ons when there actually is is not cool,,2015-02-23 04:52:21 -0800,Sheboygan
800,UA3388  was Cancelled Flightled not delayed  ReFlight Booking Problems still 90 miles from home  At least acknowledge the Cancelled Flightlation,,2015-02-23 04:48:29 -0800,"Western Massachusetts, USA"
801, never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight,,2015-02-23 04:47:47 -0800,"ÜT: 50.97861,-114.000116"
802, Was able to send the DM All good now,,2015-02-23 04:44:59 -0800,USA / The World
803, three delayed flights and missed connections on first class flights and not get any compensation for losing those seats,,2015-02-23 04:43:11 -0800,"ÜT: 50.97861,-114.000116"
804, and after being on hold for an hour the day before to sort it out and being told its fine it should be fine when you arrive to fly,,2015-02-23 04:41:52 -0800,"ÜT: 50.97861,-114.000116"
805,  its been almost 2 weeks and still no word from DOT on update of london fare to us cities any updates on your end,,2015-02-23 04:41:19 -0800,New York
806, Thanks Got it straightend out last night,,2015-02-23 04:39:33 -0800,New Jersey
807, well for a start it would be nice if your ticket was actually in the system when you change a flight,,2015-02-23 04:38:25 -0800,"ÜT: 50.97861,-114.000116"
808, any chance flight 3745 is being delayed  nervous about driving to DFW in this weather to drop off my brother,,2015-02-23 04:38:02 -0800,"Hurst, TX"
809, Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending,,2015-02-23 04:36:42 -0800,"St. Louis, MO"
810, no they did not want to deliver at my house Had to go to sombrons else house,,2015-02-23 04:32:47 -0800,Brossard
811, have Michelle at T1 ORD train your other staff on how to treat customers A refreshing pleasure to deal with,,2015-02-23 04:28:56 -0800,Stavromula Beta
812, I guess you have to follow me in order for me to send you a DM I tried and it wont send,,2015-02-23 04:28:05 -0800,USA / The World
813, Will definitely do so Sending a DM now,,2015-02-23 04:25:00 -0800,USA / The World
814, Stopped flying  1 yr ago bc of aggressive policy on carryon  listening to pssngrs forced to chknotcomingback,,2015-02-23 04:23:36 -0800,
815, I have sent a message with a bag tag Have you looked,,2015-02-23 04:22:59 -0800,
